Gene Symbol,Characteristics [Cell Line],count,Score - nuclei stay close together (manual),Score - strange nuclear shape (manual),Score - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual),Score - cell migration (manual),Score - metaphase delay/arrest (manual),Score - cell death (manual),Score - metaphase alignment problems/including no metaphase (manual),Score - pulsating nuclei (manual),Score - small nucleus (manual),Score - prometaphase delay/arrest (manual),Score - condensation followed by decondensation without completion of mitosis (manual),Score - large nucleus (manual),Score - failure in decondensation (manual),Score - condensation without mitosis/collapse of nucleus (manual),Score - reduced mitotic index (manual),Score - other (manual),Score - no phenotype (manual),Score - cell death (automatic),Score - binuclear (automatic),Score - polylobed (automatic),Score - large (automatic),Score - dynamic changes (automatic),Score - mitotic delay/arrest (automatic),Score - grape (automatic),Score - migration (speed) (automatic),Score - migration (distance) (automatic),Score - increased proliferation (automatic)
ABCD2,HeLa,6,,,,,,,,,,,,,,,,,,0.0005159999999999999,0.012970333333333334,0.008383666666666666,0.0013371666666666664,0.0064086666666666675,0.009564999999999999,0.0010461666666666666,0.45109466666666664,3.1721831666666667,0.42257950000000005
ABCD3,HeLa,5,,,,,,,,,,,,,,,,,,0.0345928,0.0077772,0.0148242,-0.0062182,0.009834800000000001,0.0065325999999999995,0.0027122,0.8165308,7.645678200000001,-0.0185106
ABCD4,HeLa,6,,,,,,,,,,,,,,,,,,-0.00043849999999999965,0.029952999999999997,0.027942333333333333,0.02720433333333333,0.02631816666666667,0.009220166666666666,0.0033431666666666666,0.7570271666666667,2.4183575000000004,0.3484593333333333
ABCE1,HeLa,2,,,,,,,,,,,,,,,,,,3.899999999999997e-05,0.013924,0.012801,-0.0058260000000000004,0.038311,0.006478,0.0014435000000000001,0.123885,-3.3411090000000003,-0.18781599999999998
ABCF1,HeLa,6,,,,,,,,,,,,,,,,,,0.009153833333333333,0.017119833333333334,0.023273500000000003,0.026333833333333334,0.0011144999999999998,0.008881,0.002033,0.859911,4.724515333333334,0.6950248333333334
ABCF2,HeLa,5,,,,,,,,,,,,,,,,,,0.0366384,0.018427199999999998,0.014113599999999999,0.002627199999999999,0.0116954,0.0160054,0.0061064,0.3041458,-0.13854040000000012,0.0883356
ABCF3,HeLa,9,,,,,,,,,,,,,,,,,,0.009160777777777776,0.028780555555555556,0.03957377777777778,0.004645333333333333,0.017211444444444446,0.008802666666666667,0.0034147777777777783,0.23937211111111115,1.9309082222222225,0.08927911111111111
ABCG1,HeLa,9,,,,,,,,,,,,,,,,,,0.008619666666666668,0.011624777777777777,0.012458777777777779,0.0017586666666666662,0.017387111111111114,0.009328222222222222,0.0019194444444444443,0.3429695555555556,1.7735121111111112,0.25179844444444444
ABCG2,HeLa,3,,,,,,,,,,,,,,,,,,0.011277333333333334,0.014528333333333332,0.019028666666666666,0.089741,0.053719666666666666,0.012166666666666668,0.002906,0.6856863333333333,1.8172990000000002,0.17636933333333335
ABCG4,HeLa,5,,,,,,,,,,,,,,,,,,0.011806800000000001,0.033951600000000005,0.016165000000000002,0.0331702,0.0017471999999999995,0.008180999999999999,0.000327,0.5861002,4.5760174,-0.005307599999999996
ABCG5,HeLa,6,,,,,,,,,,,,,,,,,,0.015709666666666667,0.016372166666666667,0.014291333333333335,-0.003539,0.037089166666666666,0.013584166666666666,0.007230166666666667,0.26569349999999997,-0.21270283333333326,0.3710956666666667
ABCG8,HeLa,6,,,,,,,,,,,,,,,,,,0.0019558333333333333,0.0156755,0.0064515,0.007729333333333334,0.0018429999999999998,0.0060209999999999994,0.0023661666666666666,0.48570616666666666,3.8278328333333334,0.39523633333333336
ACP1,HeLa,9,,,,,,,,,,,,,,,,,,0.008566555555555556,0.025494111111111113,0.025176333333333335,0.01072111111111111,0.015418555555555555,0.013560777777777778,0.002404555555555555,0.3199697777777778,1.9700832222222222,0.17100422222222222
ACP2,HeLa,3,,,,,,,,,,,,,,,,,,0.005249333333333332,0.02293133333333333,0.06016233333333334,0.009930333333333333,0.012383,0.014617,0.0010586666666666667,0.315504,-1.0065126666666666,0.450488
ACP5,HeLa,9,,,,,,,,,,,,,,,,,,0.011936111111111111,0.012425777777777779,0.016231333333333334,0.018042111111111113,0.020627444444444445,0.008527555555555556,0.0015571111111111111,0.524449,2.9312184444444447,0.08076855555555557
ACP6,HeLa,6,,,,,,,,,,,,,,,,,,0.008623333333333334,0.030148333333333333,0.029407166666666668,0.0070834999999999995,0.011536333333333334,0.006248666666666666,0.0019011666666666667,0.37695933333333337,4.7623295,-0.12472766666666667
ACPP,HeLa,9,,,,,,,,,,,,,,,,,,0.0029683333333333332,0.02373811111111111,0.030771,0.02333711111111111,0.01102322222222222,0.00781288888888889,0.001858,0.1575418888888889,0.2986838888888888,0.19749955555555554
ACPT,HeLa,9,,,,,,,,,,,,,,,,,,0.01348122222222222,0.008910666666666667,0.011984000000000002,-0.0004592222222222222,0.014503666666666668,0.005556555555555555,0.0009824444444444444,0.3831985555555556,0.5324771111111111,0.2992993333333333
ACR,HeLa,3,,,,,,,,,,,,,,,,,,0.010632,0.026060666666666666,0.008635333333333333,0.05052433333333334,-0.00026766666666666665,0.004197333333333333,0.002544,1.061077,5.214700000000001,0.3787496666666667
ACTL6A,HeLa,4,,,,,,,,,,,,,,,,,,0.00772875,0.0249645,0.01920425,0.0076022500000000005,0.00904025,0.027511749999999998,0.00282075,0.06182625,1.179068,0.09550175
ACYP2,HeLa,9,,,,,,,,,,,,,,,,,,0.01421811111111111,0.027567555555555553,0.04099233333333333,0.013544444444444446,0.017465111111111112,0.009641555555555556,0.003777111111111111,0.2376708888888889,0.7745966666666666,-0.046479444444444455
ADCK1,HeLa,5,,,,,,,,,,,,,,,,,,0.008154,0.026862399999999998,0.019042999999999997,0.0143398,0.0019517999999999996,0.004475,0.0018328,0.5122312,1.1526985999999997,0.2888314
ALDH16A1,HeLa,3,,,,,,,,,,,,,,,,,,0.009120999999999999,0.008587,0.028406666666666667,0.006111666666666667,-0.00038766666666666707,0.008598333333333335,0.0010413333333333333,0.22948966666666668,2.9873663333333336,-0.04185766666666666
ALKBH1,HeLa,2,,,,,,,,,,,,,,,,,,0.0126765,0.067054,0.0199775,-0.0004854999999999998,0.016034,0.015905,0.0003625,-0.046560500000000005,-2.5102545000000003,-0.18598800000000001
ALOX12B,HeLa,3,,,,,,,,,,,,,,,,,,-0.0025333333333333336,-0.0004586666666666667,0.007490333333333334,-0.004083333333333334,0.010928,0.005673,0.0010013333333333332,-0.03751199999999999,-0.26346200000000003,0.356484
ALOX15,HeLa,3,,,,,,,,,,,,,,,,,,0.0015643333333333334,0.0024573333333333335,0.002427666666666667,0.004151333333333333,0.0016086666666666669,0.011781,0.0012713333333333333,0.7163043333333333,3.356413,0.4664196666666667
ALOX5AP,HeLa,3,,,,,,,,,,,,,,,,,,-0.002538,0.016414666666666664,0.011367666666666665,-0.0005233333333333331,-0.00025600000000000015,0.0007956666666666666,0.00040666666666666667,0.17301766666666665,3.4543436666666665,0.34184333333333333
ALPI,HeLa,9,,,,,,,,,,,,,,,,,,0.01181911111111111,0.048612333333333334,0.04462866666666667,0.017313,0.02915077777777778,0.01361288888888889,0.004648555555555555,0.16280555555555554,-0.4287271111111111,-0.08382866666666666
ALPL,HeLa,9,,,,,,,,,,,,,,,,,,0.005658777777777778,0.02356611111111111,0.045290555555555556,0.009913888888888889,0.02031788888888889,0.0074542222222222215,0.0022154444444444444,0.12475922222222222,1.1773713333333333,0.13685777777777777
ALPPL2,HeLa,15,,,,,,,,,,,,,,,,,,0.0105302,0.011920133333333334,0.017367066666666667,0.013941866666666667,0.008452666666666667,0.0073508666666666665,0.0026632666666666664,0.41426053333333335,2.8088827333333333,-0.16830973333333332
ANK2,HeLa,3,,,,,,,,,,,,,,,,,,0.010724333333333334,0.019482666666666665,0.027376333333333336,0.005078999999999999,0.0007963333333333335,0.007411999999999999,0.0016950000000000001,0.05605366666666667,1.1614056666666668,0.3738103333333333
APEH,HeLa,5,,,,,,,,,,,,,,,,,,0.001012,0.0346714,0.0392034,0.0549088,0.039106800000000004,0.0156548,0.0014466,0.429657,3.3718522,0.18699139999999997
AQP7,HeLa,1,,,,,,,,,,,,,,,,,,0.004375,0.04943,0.017986,0.011516,0.010316,0.015471,0.00093,0.026439,-0.504813,0.053756
ASNA1,HeLa,5,,,,,,,,,,,,,,,,,,0.019649399999999997,0.031052999999999997,0.0420648,0.0142542,0.0852974,0.030042999999999997,0.008261399999999999,0.07116180000000001,-1.7590343999999998,-0.4816764
ATP10A,HeLa,4,,,,,,,,,,,,,,,,,,0.01917575,0.0161465,0.01675925,0.00338225,0.0066005000000000005,0.0050375,0.0017255,0.021991250000000004,0.10714275000000004,0.16422025
ATP10D,HeLa,5,,,,,,,,,,,,,,,,,,0.0046152,0.0164548,0.0174212,0.013328800000000002,0.0068954,0.006692000000000001,0.0026634,0.0349672,0.7161964,0.4524412
ATP11A,HeLa,1,,,,,,,,,,,,,,,,,,0.019783,0.006496,-0.01145,-0.000543,0.001301,0.005252,-0.000219,0.792497,6.811724,0.451619
ATP11B,HeLa,2,,,,,,,,,,,,,,,,,,0.006396000000000001,0.00489,0.0268895,0.0364015,0.006128,0.0173595,0.004906,-0.025557499999999997,-0.943498,0.074767
ATP8A1,HeLa,5,,,,,,,,,,,,,,,,,,0.0085042,0.0199398,0.0216244,0.014929999999999999,3.739999999999993e-05,0.0078704,0.0043186000000000006,0.176644,1.9375819999999997,0.009821600000000008
ATP8A2,HeLa,5,,,,,,,,,,,,,,,,,,0.005206,0.013286999999999998,0.0080758,0.0135186,0.012667599999999998,0.008653000000000001,0.0010002000000000001,0.35214360000000006,1.148319,0.6620546
ATP8B1,HeLa,5,,,,,,,,,,,,,,,,,,0.001761,0.0049922000000000005,0.011457,0.0270288,0.0039234,0.006666999999999999,0.00047159999999999997,0.0782034,1.4358286,0.1274862
ATP8B2,HeLa,4,,,,,,,,,,,,,,,,,,0.00776975,0.02472825,0.0221915,0.02406175,0.00015200000000000023,0.020178250000000002,0.00374625,-0.024471999999999994,0.9589730000000001,-0.03471025
ATP8B3,HeLa,5,,,,,,,,,,,,,,,,,,0.0127972,0.008616799999999999,0.008246,0.0066958,0.020139800000000003,0.017484,0.0019241999999999998,0.1611424,0.4680226,0.1579742
ATP9A,HeLa,5,,,,,,,,,,,,,,,,,,0.0071186,0.0182984,0.0030496,0.018414999999999997,0.0074186,0.0106672,0.0011714,-0.022748399999999995,0.7153750000000001,0.1652476
AUH,HeLa,3,,,,,,,,,,,,,,,,,,-0.0024746666666666667,0.010088333333333333,0.013065666666666668,-0.004961666666666667,0.0018369999999999994,0.0010466666666666667,0.0009956666666666666,0.3983476666666667,4.270106,0.15585766666666667
BACE1,HeLa,9,,,,,,,,,,,,,,,,,,0.034008888888888894,0.02039133333333333,0.04196288888888889,0.020607888888888887,0.05703633333333333,0.03285877777777778,0.008092222222222221,0.15352355555555555,-2.9627596666666665,0.13735433333333333
BACE2,HeLa,2,,,,,,,,,,,,,,,,,,0.016087999999999998,0.016218,0.0212415,0.011903500000000001,0.0187605,0.0099495,0.0018855,0.2721155,1.987568,-0.0820035
BANK1,HeLa,3,,,,,,,,,,,,,,,,,,0.0030156666666666665,0.018009999999999998,0.012999000000000002,0.031024999999999997,0.015707000000000002,0.009265,0.0006536666666666667,0.7540113333333333,4.829278333333334,0.20078533333333334
BLMH,HeLa,1,,,,,,,,,,,,,,,,,,0.001085,-0.00048,0.002794,0.013153,0.009196,0.015925,0.00194,-0.009802,-1.111916,-0.147723
C13orf23,HeLa,3,,,,,,,,,,,,,,,,,,0.004764333333333333,0.015773333333333334,0.006775666666666667,0.008142666666666668,-0.006261333333333334,0.0011236666666666667,0.00027066666666666667,0.2737036666666667,2.4526280000000003,0.4013419999999999
C15orf27,HeLa,6,,,,,,,,,,,,,,,,,,0.007217,0.04388383333333334,0.03725066666666666,0.047983500000000005,0.03177516666666667,0.007979333333333333,0.005089833333333333,0.6810288333333334,2.5410356666666667,0.36091433333333334
C1QTNF3,HeLa,3,,,,,,,,,,,,,,,,,,0.004915,0.010078666666666668,0.007708,0.004537,-0.0033740000000000007,0.004339,0.0004283333333333333,0.19371433333333332,2.6559476666666666,0.257126
C1RL,HeLa,5,,,,,,,,,,,,,,,,,,0.012099200000000001,0.053778599999999996,0.05311899999999999,0.018774,0.0344322,0.014295800000000001,0.004839399999999999,0.015154199999999998,-1.1888356,0.19677979999999998
C1S,HeLa,5,,,,,,,,,,,,,,,,,,0.0242562,0.050736,0.0738342,-0.0023412000000000003,0.0325362,0.0073846,0.006476999999999999,0.2074668,-3.3414683999999992,-0.3150122
C2,HeLa,3,,,,,,,,,,,,,,,,,,0.006567666666666666,0.049105333333333334,0.044413,0.037100666666666664,0.018355666666666666,0.002218666666666667,0.002523,0.08446266666666667,0.8851423333333335,0.27863333333333334
C20orf79,HeLa,3,,,,,,,,,,,,,,,,,,0.001361,0.02890633333333333,0.011037,0.007024333333333334,0.030549333333333335,0.004652,0.0015609999999999999,0.05908066666666667,0.12829699999999988,0.258384
C6orf85,HeLa,1,,,,,,,,,,,,,,,,,,0.023347,0.028032,0.049027,0.000571,0.02155,0.043976,-0.000157,-0.224182,-4.436647,-0.117961
CANT1,HeLa,7,,,,,,,,,,,,,,,,,,0.012267714285714286,0.022167142857142857,0.01797842857142857,0.026149000000000002,0.02972814285714286,0.016054285714285715,0.001216,0.1620202857142857,1.3330071428571428,-0.05703642857142859
CBR4,HeLa,3,,,,,,,,,,,,,,,,,,0.020069,0.012471999999999999,0.016927666666666664,0.018871,0.008725,0.005243,0.001338,0.368185,1.9256103333333334,0.08793166666666667
CDC14A,HeLa,6,,,,,,,,,,,,,,,,,,0.016138833333333335,0.04591783333333333,0.034038,0.0047315000000000005,0.03834766666666667,0.010235166666666667,0.007089666666666667,0.023632833333333336,-0.3457063333333334,-0.03997216666666668
CDC14C,HeLa,6,,,,,,,,,,,,,,,,,,0.006963,0.007149166666666667,0.014623166666666666,0.0231565,-0.0007964999999999999,0.0030053333333333334,0.0018295000000000002,0.5930460000000001,5.288353666666667,0.4740015
CDKN3,HeLa,3,,,,,,,,,,,,,,,,,,0.012319333333333333,0.018210333333333332,0.05164433333333334,0.022840666666666665,0.007354,0.005454666666666667,0.0024433333333333334,0.44582133333333335,1.013922,0.03943666666666671
CDYL,HeLa,3,,,,,,,,,,,,,,,,,,0.004598333333333334,0.0038473333333333332,0.010555333333333333,0.0014483333333333334,0.012307,0.007553666666666667,0.002224666666666667,0.155571,2.068817,0.27910033333333334
CDYL2,HeLa,3,,,,,,,,,,,,,,,,,,0.016817,0.008080666666666667,0.015347,0.044548666666666674,0.012471999999999999,0.004526333333333333,0.006684666666666668,-0.05991166666666666,0.8540023333333333,0.24044033333333334
CFB,HeLa,5,,,,,,,,,,,,,,,,,,0.010983799999999998,0.0285152,0.06294720000000001,0.0288106,0.07769519999999999,0.015043800000000001,0.0062736,0.057465200000000015,-3.4786008,-0.01515080000000001
CFD,HeLa,4,,,,,,,,,,,,,,,,,,0.00603725,0.0111755,0.0355025,0.0275365,0.00506225,-0.0031072499999999998,0.0002325,0.0990045,-0.9065412500000001,0.04480074999999999
CFI,HeLa,5,,,,,,,,,,,,,,,,,,0.0008610000000000003,0.0170744,0.020241000000000002,0.0238962,0.0044322,0.0002754,0.0025391999999999997,0.6890892,3.3636604000000005,0.2300862
CLNS1A,HeLa,4,,,,,,,,,,,,,,,,,,0.009731,0.012206,0.013174499999999999,0.027095249999999998,0.01079825,0.00831375,0.00117675,0.69914575,2.71063225,0.584988
CLPP,HeLa,3,,,,,,,,,,,,,,,,,,0.0045843333333333335,0.026767000000000003,0.019794666666666665,-0.0009409999999999997,0.015208,0.017879333333333334,0.004041,0.7603623333333333,4.250524333333334,-0.025884333333333332
CLPX,HeLa,3,,,,,,,,,,,,,,,,,,0.01499833333333333,0.015181666666666668,0.023883,0.019029,0.019491333333333333,0.007034666666666666,0.0011236666666666667,0.014999999999999994,-0.6160486666666666,0.3449413333333333
CPVL,HeLa,8,,,,,,,,,,,,,,,,,,0.0064521249999999995,0.044154874999999996,0.0400645,0.059792374999999995,0.029343375,0.01394925,0.0055119999999999995,0.54287,1.4418015,0.24654725
CRYZ,HeLa,3,,,,,,,,,,,,,,,,,,0.022230666666666666,0.007737666666666667,0.002141333333333333,0.0048126666666666665,0.0007850000000000004,0.008778000000000001,0.0003626666666666667,0.624869,4.742394,0.13939833333333332
CRYZL1,HeLa,3,,,,,,,,,,,,,,,,,,0.0014019999999999998,0.008445333333333332,0.011825,-0.00235,0.054684,0.0052,0.0017136666666666665,0.7094693333333333,0.387491,0.3940403333333333
CTDP1,HeLa,6,,,,,,,,,,,,,,,,,,0.009148333333333333,0.019469333333333335,0.009468333333333334,0.009639166666666666,0.010554166666666668,0.011375333333333333,0.0007288333333333334,0.2789525,1.251302,0.36425066666666667
CTRC,HeLa,5,,,,,,,,,,,,,,,,,,0.0114282,0.017609800000000002,0.0310384,0.051972000000000004,0.0505396,0.006387200000000001,0.0048134,0.32250619999999997,-1.4302874,0.03574900000000001
CTRL,HeLa,2,,,,,,,,,,,,,,,,,,0.0234035,0.0358385,0.032662000000000004,0.0554465,0.0076025,0.0031335,0.0026950000000000003,0.5643315,6.2067464999999995,0.0318735
CTSA,HeLa,8,,,,,,,,,,,,,,,,,,0.0045197499999999995,0.038744625,0.00980125,0.032859625,0.00356025,0.004597,0.0009235,0.313545,2.198076,0.38128212499999997
CTSD,HeLa,2,,,,,,,,,,,,,,,,,,0.006338,0.028122499999999998,0.0005955,0.006809000000000001,0.0031235,0.0100965,0.0015240000000000002,0.209086,1.0986844999999998,0.23603649999999998
CTSE,HeLa,9,,,,,,,,,,,,,,,,,,0.017168222222222224,0.012615111111111112,0.03239511111111111,0.019227777777777778,0.021902222222222226,0.01974933333333333,0.003970444444444445,1.0353987777777778,4.304037222222223,-0.1582137777777778
CTSG,HeLa,5,,,,,,,,,,,,,,,,,,0.0268518,0.0235404,0.0718314,-0.0046316,0.021258,0.00735,0.0058154,0.5793198,-1.7914889999999999,0.11013800000000003
CTSK,HeLa,1,,,,,,,,,,,,,,,,,,-0.00083,0.021074,0.019102,0.020848,0.011966,0.004567,0.000541,-0.031329,0.875739,-0.598353
CTSS,HeLa,1,,,,,,,,,,,,,,,,,,0.014334,0.072592,0.044248,0.041547,0.004907,0.014232,0.011656,-0.038553,-0.472198,-0.341538
